Dose_Gy,Pseudo Other_P,Pseudo Oral Cav_,Pseudo Midline_P,PTV2 edit_P,PTV2_P,PTV1 edit_P,PTV1_P,Lt Par edit_P,Body_P,Annulus High_P,Annulus Low_P,BS + 5mm_P,Optic Chiasm_P,R Optic Nerve_P,L Optic Nerve_P,R Lens_P,L Lens_P,L Orbit_P,R Orbit_P,R Parotid_P,L Parotid_P,Brain Stem_P,Spinal Cord_P,CTV54_P,GTV+ 10MM_P,GTV_P,CTV65_P,Pseudo Post_P,Rt Par edit_P,SC + 3mm_P,SC + 5mm_P,Pseudo PTV1_P,Pseudo PTV2_P,Artifact Dental_,ArtifactContrast,Dose 6175[cGy]_P,Dose 5130[cGy]_P,PseudoPostBrain_,Dummy_P
5.265,100.0,100.0,100.0,100.0,99.9815,100.0,99.869,100.0,49.155,87.293,99.8527,87.1321,95.4961,0.758476,1.68512,0.0,0.0,0.0,0.0,100.0,100.0,93.7803,98.5736,100.0,100.0,100.0,100.0,99.9803,100.0,97.4059,96.4407,100.0,100.0,99.9992,99.9853,100.0,100.0,100.0,100.0
5.33,100.0,100.0,100.0,100.0,99.9812,100.0,99.8676,100.0,48.9834,87.2714,99.8206,86.5697,92.5634,0.435817,0.430052,0.0,0.0,0.0,0.0,100.0,100.0,93.1358,98.4802,100.0,100.0,100.0,100.0,99.9793,100.0,97.3124,96.3453,100.0,100.0,99.9991,99.9666,100.0,100.0,100.0,100.0
5.395,100.0,100.0,100.0,100.0,99.9808,100.0,99.8662,100.0,48.8159,87.2498,99.7852,86.0235,88.7921,0.195318,0.0602891,0.0,0.0,0.0,0.0,100.0,100.0,92.4955,98.391,100.0,100.0,100.0,100.0,99.9782,100.0,97.2229,96.2542,100.0,100.0,99.999,99.9391,100.0,100.0,100.0,100.0
5.46,100.0,100.0,100.0,100.0,99.9805,100.0,99.8649,100.0,48.6526,87.2291,99.7467,85.4913,84.2272,0.0446811,0.0138213,0.0,0.0,0.0,0.0,100.0,100.0,91.8621,98.3059,100.0,100.0,100.0,100.0,99.9772,100.0,97.1369,96.1669,100.0,100.0,99.999,99.9074,100.0,100.0,100.0,100.0
5.525,100.0,100.0,100.0,100.0,99.9802,100.0,99.8635,100.0,48.4911,87.2079,99.7049,84.9725,79.2126,0.00350228,0.0,0.0,0.0,0.0,0.0,100.0,100.0,91.2383,98.225,100.0,100.0,100.0,100.0,99.9762,100.0,97.0534,96.0827,100.0,100.0,99.9989,99.868,100.0,100.0,100.0,100.0
5.59,100.0,100.0,100.0,100.0,99.9798,100.0,99.8621,100.0,48.3333,87.1874,99.6599,84.4659,73.9794,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,90.622,98.1471,100.0,100.0,100.0,100.0,99.9751,100.0,96.9731,96.0015,100.0,100.0,99.9988,99.8208,100.0,100.0,100.0,100.0
5.655,100.0,100.0,100.0,100.0,99.9795,100.0,99.8608,100.0,48.1784,87.1675,99.6119,83.9713,68.5044,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,90.0138,98.0716,100.0,100.0,100.0,100.0,99.9741,100.0,96.8964,95.9239,100.0,100.0,99.9987,99.7671,100.0,100.0,100.0,100.0
5.72,100.0,100.0,100.0,100.0,99.9792,100.0,99.8594,100.0,48.0259,87.148,99.5607,83.4882,62.8985,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,89.4153,97.9985,100.0,100.0,100.0,100.0,99.973,100.0,96.823,95.8492,100.0,100.0,99.9985,99.7056,100.0,100.0,100.0,100.0
5.785,100.0,100.0,100.0,100.0,99.9789,100.0,99.8581,100.0,47.8759,87.1283,99.5065,83.0182,56.0616,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,88.8257,97.927,100.0,100.0,100.0,100.0,99.972,100.0,96.7524,95.7778,100.0,100.0,99.9984,99.6331,100.0,100.0,100.0,100.0
5.85,100.0,100.0,100.0,100.0,99.9785,100.0,99.8568,100.0,47.7284,87.1086,99.4471,82.5612,48.727,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,88.2452,97.8584,100.0,100.0,100.0,100.0,99.971,100.0,96.6843,95.709,100.0,100.0,99.9983,99.5467,100.0,100.0,100.0,100.0
5.915,100.0,100.0,100.0,100.0,99.9782,100.0,99.8555,100.0,47.5831,87.0894,99.3827,82.1188,41.5817,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,87.6761,97.7935,100.0,100.0,100.0,100.0,99.9701,100.0,96.6191,95.6431,100.0,100.0,99.9982,99.449,100.0,100.0,100.0,100.0
5.98,100.0,100.0,100.0,100.0,99.9779,100.0,99.8542,100.0,47.4412,87.0701,99.3167,81.6908,34.7874,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,87.123,97.7325,100.0,100.0,100.0,100.0,99.9693,100.0,96.5576,95.5809,100.0,100.0,99.9981,99.3435,100.0,100.0,100.0,100.0
6.045,100.0,100.0,100.0,100.0,99.9775,100.0,99.8529,100.0,47.3004,87.0503,99.2491,81.276,28.2406,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,86.592,97.6742,100.0,100.0,100.0,100.0,99.9684,100.0,96.4998,95.5217,100.0,100.0,99.998,99.2308,100.0,100.0,100.0,100.0
6.11,100.0,100.0,100.0,100.0,99.9772,100.0,99.8516,100.0,47.1613,87.0308,99.1802,80.872,21.859,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,86.0816,97.6179,100.0,100.0,100.0,100.0,99.9675,100.0,96.4447,95.4651,100.0,100.0,99.9979,99.1105,100.0,100.0,100.0,100.0
6.175,100.0,100.0,100.0,100.0,99.9768,100.0,99.8503,100.0,47.0242,87.0117,99.1103,80.4797,16.0849,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,85.5928,97.5629,100.0,100.0,100.0,100.0,99.9666,100.0,96.3916,95.4106,100.0,100.0,99.9978,98.9835,100.0,100.0,99.9999,100.0
6.24,100.0,100.0,100.0,100.0,99.9765,100.0,99.849,100.0,46.8884,86.9929,99.0395,80.0986,11.4072,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,85.123,97.5091,100.0,100.0,100.0,100.0,99.9657,100.0,96.34,95.3579,100.0,100.0,99.9977,98.8501,100.0,100.0,99.9987,100.0
6.305,100.0,100.0,100.0,100.0,99.9762,100.0,99.8477,100.0,46.7548,86.9746,98.9682,79.7285,8.35826,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,84.6718,97.4569,100.0,100.0,100.0,100.0,99.9647,100.0,96.2895,95.3062,100.0,100.0,99.9976,98.7128,100.0,100.0,99.9953,100.0
6.37,100.0,100.0,100.0,100.0,99.9758,100.0,99.8464,100.0,46.6222,86.9561,98.8966,79.3697,6.2313,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,84.2359,97.4058,100.0,100.0,100.0,100.0,99.9638,100.0,96.2399,95.2558,100.0,100.0,99.9975,98.5687,100.0,100.0,99.9898,100.0
6.435,100.0,100.0,100.0,100.0,99.9754,100.0,99.8451,100.0,46.4911,86.9377,98.8251,79.0218,4.67466,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,83.8161,97.356,100.0,100.0,100.0,100.0,99.9628,100.0,96.1909,95.2063,100.0,100.0,99.9975,98.4207,100.0,100.0,99.9829,100.0
6.5,100.0,100.0,100.0,100.0,99.9751,100.0,99.8437,100.0,46.3627,86.9196,98.7543,78.6847,3.39052,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,83.4109,97.3073,100.0,100.0,100.0,100.0,99.9619,100.0,96.1427,95.1577,100.0,100.0,99.9974,98.2601,100.0,100.0,99.9741,100.0
6.565,100.0,100.0,100.0,100.0,99.9748,100.0,99.8424,100.0,46.2359,86.9006,98.6842,78.3578,2.26379,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,83.0192,97.2596,100.0,100.0,100.0,100.0,99.9609,100.0,96.0952,95.1095,100.0,100.0,99.9971,98.0939,100.0,100.0,99.9632,100.0
6.63,100.0,100.0,100.0,100.0,99.9744,100.0,99.8411,100.0,46.1106,86.8816,98.6135,78.0413,1.31341,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,82.6365,97.2131,100.0,100.0,100.0,100.0,99.96,100.0,96.0482,95.0619,100.0,100.0,99.997,97.9213,100.0,100.0,99.9504,100.0
6.695,100.0,100.0,100.0,100.0,99.974,100.0,99.8398,100.0,45.9872,86.8632,98.5419,77.7343,0.580191,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,82.2645,97.1674,100.0,100.0,100.0,100.0,99.959,100.0,96.0019,95.0147,100.0,100.0,99.9968,97.7442,100.0,100.0,99.9356,100.0
6.76,100.0,100.0,100.0,100.0,99.9737,100.0,99.8385,100.0,45.8662,86.8441,98.4708,77.4379,0.105631,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,81.9031,97.1218,100.0,100.0,100.0,100.0,99.958,100.0,95.956,94.9681,100.0,100.0,99.9968,97.5641,100.0,100.0,99.9184,100.0
6.825,100.0,100.0,100.0,100.0,99.9733,100.0,99.8372,100.0,45.7471,86.8254,98.4004,77.1517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,81.5521,97.0767,100.0,100.0,100.0,100.0,99.957,100.0,95.9106,94.9219,100.0,100.0,99.9967,97.3817,100.0,100.0,99.8989,100.0
6.89,100.0,100.0,100.0,100.0,99.973,100.0,99.8359,100.0,45.6287,86.807,98.3305,76.8758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,81.2119,97.0323,100.0,100.0,100.0,100.0,99.956,100.0,95.8657,94.8761,100.0,100.0,99.9967,97.1958,100.0,100.0,99.8765,100.0
6.955,100.0,100.0,100.0,100.0,99.9726,100.0,99.8345,100.0,45.5129,86.7886,98.2608,76.6078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.8825,96.9887,100.0,100.0,100.0,100.0,99.955,100.0,95.8216,94.8306,100.0,100.0,99.9966,97.0085,100.0,100.0,99.8517,100.0
7.02,100.0,100.0,100.0,100.0,99.9723,100.0,99.8332,100.0,45.3981,86.771,98.1909,76.3474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.5622,96.9459,100.0,100.0,100.0,100.0,99.954,100.0,95.7778,94.7855,100.0,100.0,99.9965,96.8194,100.0,100.0,99.8245,100.0
7.085,100.0,100.0,100.0,100.0,99.9719,100.0,99.8319,100.0,45.2848,86.7533,98.121,76.0945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,80.2512,96.904,100.0,100.0,100.0,100.0,99.953,100.0,95.7343,94.7408,100.0,100.0,99.9964,96.6295,100.0,100.0,99.795,100.0
7.15,100.0,100.0,100.0,100.0,99.9715,100.0,99.8305,100.0,45.1713,86.7362,98.0513,75.8486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,79.9488,96.8623,100.0,100.0,100.0,100.0,99.952,100.0,95.6912,94.6965,100.0,100.0,99.9962,96.4366,100.0,100.0,99.7637,100.0
7.215,100.0,100.0,100.0,100.0,99.9711,100.0,99.8291,100.0,45.0588,86.7194,97.9817,75.6099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,79.6547,96.8212,100.0,100.0,100.0,100.0,99.951,100.0,95.6487,94.653,100.0,100.0,99.9961,96.2455,100.0,100.0,99.7308,100.0
7.28,100.0,100.0,100.0,100.0,99.9707,100.0,99.8277,100.0,44.9486,86.7025,97.9124,75.378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,79.3664,96.7807,100.0,100.0,100.0,100.0,99.95,100.0,95.6068,94.6101,100.0,100.0,99.9958,96.0518,100.0,100.0,99.6956,100.0
7.345,100.0,100.0,100.0,100.0,99.9704,100.0,99.8263,100.0,44.839,86.6858,97.8434,75.1529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,79.0842,96.7415,100.0,100.0,100.0,100.0,99.949,100.0,95.5653,94.5679,100.0,100.0,99.9956,95.8589,100.0,100.0,99.6583,100.0
7.41,100.0,100.0,100.0,100.0,99.97,100.0,99.825,100.0,44.7304,86.6695,97.7751,74.9347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,78.8068,96.703,100.0,100.0,100.0,100.0,99.9479,100.0,95.5245,94.5263,100.0,100.0,99.9954,95.6663,100.0,100.0,99.6185,100.0
7.475,100.0,100.0,100.0,100.0,99.9696,100.0,99.8236,100.0,44.6231,86.6532,97.7075,74.7221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,78.5329,96.6647,100.0,100.0,100.0,100.0,99.9469,100.0,95.4843,94.4851,100.0,100.0,99.9952,95.4717,100.0,100.0,99.5766,100.0
7.54,100.0,100.0,100.0,100.0,99.9693,100.0,99.8223,100.0,44.5161,86.6367,97.6406,74.5146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,78.2624,96.627,100.0,100.0,100.0,100.0,99.9458,100.0,95.4449,94.4446,100.0,100.0,99.995,95.2782,100.0,100.0,99.5323,100.0
7.605,100.0,100.0,100.0,100.0,99.9689,100.0,99.8209,100.0,44.4107,86.62,97.5744,74.3117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,77.9955,96.5907,100.0,100.0,100.0,100.0,99.9448,100.0,95.4063,94.405,100.0,100.0,99.9948,95.0836,100.0,100.0,99.4866,100.0
7.67,100.0,100.0,100.0,100.0,99.9685,100.0,99.8195,100.0,44.3058,86.6028,97.5088,74.1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,77.7324,96.5554,100.0,100.0,100.0,100.0,99.9437,100.0,95.3686,94.3661,100.0,100.0,99.9945,94.8889,100.0,100.0,99.4394,100.0
7.735,100.0,100.0,100.0,100.0,99.9682,100.0,99.8182,100.0,44.2027,86.5863,97.4439,73.9167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,77.4753,96.5204,100.0,100.0,100.0,100.0,99.9426,100.0,95.3318,94.328,100.0,100.0,99.9943,94.6943,100.0,100.0,99.3895,100.0
7.8,100.0,100.0,100.0,100.0,99.9678,100.0,99.8168,100.0,44.0993,86.5702,97.3797,73.7247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,77.2264,96.4858,100.0,100.0,100.0,100.0,99.9415,100.0,95.2958,94.2906,100.0,100.0,99.9941,94.499,100.0,100.0,99.3378,100.0
7.865,100.0,100.0,100.0,100.0,99.9674,100.0,99.8154,100.0,43.9968,86.5541,97.3163,73.5375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,76.9868,96.4517,100.0,100.0,100.0,100.0,99.9404,100.0,95.2608,94.254,100.0,100.0,99.9939,94.304,100.0,100.0,99.284,100.0
7.93,100.0,100.0,100.0,100.0,99.9671,100.0,99.814,100.0,43.896,86.5379,97.2537,73.3553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,76.757,96.418,100.0,100.0,100.0,100.0,99.9392,100.0,95.2265,94.2182,100.0,100.0,99.9937,94.1077,100.0,100.0,99.2278,100.0
7.995,100.0,100.0,100.0,100.0,99.9667,100.0,99.8127,100.0,43.7953,86.5216,97.1919,73.178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,76.5365,96.3845,100.0,100.0,100.0,100.0,99.9381,100.0,95.1928,94.1832,100.0,100.0,99.9935,93.9129,100.0,100.0,99.1692,100.0
8.06,100.0,100.0,100.0,100.0,99.9663,100.0,99.8113,100.0,43.6956,86.505,97.1306,73.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,76.3278,96.3514,100.0,100.0,100.0,100.0,99.937,100.0,95.1594,94.1487,100.0,100.0,99.9932,93.716,100.0,100.0,99.1077,100.0
8.125,100.0,100.0,100.0,100.0,99.966,100.0,99.81,100.0,43.5973,86.4887,97.0699,72.8447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,76.1322,96.3186,100.0,100.0,100.0,100.0,99.9358,100.0,95.1262,94.1147,100.0,100.0,99.9928,93.5218,100.0,100.0,99.0445,100.0
8.19,100.0,100.0,100.0,100.0,99.9656,100.0,99.8086,100.0,43.4993,86.472,97.0097,72.6906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.9467,96.2859,100.0,100.0,100.0,100.0,99.9347,100.0,95.0931,94.0812,100.0,100.0,99.9925,93.3259,100.0,100.0,98.9787,100.0
8.255,100.0,100.0,100.0,100.0,99.9652,100.0,99.8073,100.0,43.4016,86.455,96.95,72.5421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.7703,96.2533,100.0,100.0,100.0,100.0,99.9335,100.0,95.0602,94.0482,100.0,100.0,99.9922,93.1333,100.0,100.0,98.9116,100.0
8.32,100.0,100.0,100.0,100.0,99.9649,100.0,99.8059,100.0,43.3051,86.4388,96.8908,72.399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.6035,96.2212,100.0,100.0,100.0,100.0,99.9324,100.0,95.0276,94.0156,100.0,100.0,99.9918,92.9387,100.0,100.0,98.8421,100.0
8.385,100.0,100.0,100.0,100.0,99.9645,100.0,99.8045,100.0,43.2096,86.4226,96.8321,72.2607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.4459,96.1892,100.0,100.0,100.0,100.0,99.9312,100.0,94.9955,93.9831,100.0,100.0,99.9915,92.7457,100.0,100.0,98.7715,100.0
8.45,100.0,100.0,100.0,100.0,99.9641,100.0,99.8032,100.0,43.115,86.4073,96.7743,72.1261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.295,96.1573,100.0,100.0,100.0,100.0,99.93,100.0,94.9636,93.9509,100.0,100.0,99.9912,92.5508,100.0,100.0,98.6987,100.0
8.515,100.0,100.0,100.0,100.0,99.9638,100.0,99.8018,100.0,43.021,86.3923,96.7176,71.9957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.1499,96.1256,100.0,100.0,100.0,100.0,99.9287,100.0,94.9321,93.9188,100.0,100.0,99.9909,92.3586,100.0,100.0,98.6245,100.0
8.58,100.0,100.0,100.0,100.0,99.9634,100.0,99.8003,100.0,42.9279,86.3771,96.6617,71.8693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,75.0088,96.0938,100.0,100.0,100.0,100.0,99.9275,100.0,94.9007,93.8868,100.0,100.0,99.9907,92.1647,100.0,100.0,98.5483,100.0
8.645,100.0,100.0,100.0,100.0,99.9631,100.0,99.7989,100.0,42.8346,86.3616,96.6064,71.7479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.8708,96.0624,100.0,100.0,100.0,100.0,99.9262,100.0,94.8694,93.855,100.0,100.0,99.9904,91.9727,100.0,100.0,98.4709,100.0
8.71,100.0,100.0,100.0,100.0,99.9627,100.0,99.7976,100.0,42.7428,86.3463,96.5515,71.6292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.7338,96.0312,100.0,100.0,100.0,100.0,99.925,100.0,94.8384,93.8232,100.0,100.0,99.9901,91.7804,100.0,100.0,98.3915,100.0
8.775,100.0,100.0,100.0,100.0,99.9623,100.0,99.7962,100.0,42.6528,86.3311,96.4966,71.5123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.5967,96.0001,100.0,100.0,100.0,100.0,99.9238,100.0,94.8075,93.7916,100.0,100.0,99.9897,91.5893,100.0,100.0,98.3107,100.0
8.84,100.0,100.0,100.0,100.0,99.962,100.0,99.7948,100.0,42.562,86.3161,96.4419,71.3966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.4594,95.9692,100.0,100.0,100.0,100.0,99.9226,100.0,94.7767,93.7602,100.0,100.0,99.9893,91.3981,100.0,100.0,98.2284,100.0
8.905,100.0,100.0,100.0,100.0,99.9616,100.0,99.7934,100.0,42.4719,86.3014,96.3874,71.2822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.3221,95.9389,100.0,100.0,100.0,100.0,99.9214,100.0,94.7462,93.729,100.0,100.0,99.9889,91.2076,100.0,100.0,98.1444,100.0
8.97,100.0,100.0,100.0,100.0,99.9612,100.0,99.792,100.0,42.3828,86.2867,96.3331,71.1695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.1847,95.9088,100.0,100.0,100.0,100.0,99.9202,100.0,94.7157,93.698,100.0,100.0,99.9884,91.0173,100.0,100.0,98.0589,100.0
9.035,100.0,100.0,100.0,100.0,99.9608,100.0,99.7906,100.0,42.2949,86.2726,96.2801,71.0579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,74.0473,95.8788,100.0,100.0,100.0,100.0,99.919,100.0,94.6853,93.6671,100.0,100.0,99.9878,90.8285,100.0,100.0,97.9716,100.0
9.1,100.0,100.0,100.0,100.0,99.9604,100.0,99.7892,100.0,42.2065,86.2581,96.2278,70.947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.9101,95.849,100.0,100.0,100.0,100.0,99.9178,100.0,94.6551,93.6362,100.0,100.0,99.9873,90.6392,100.0,100.0,97.8829,100.0
9.165,100.0,100.0,100.0,100.0,99.96,100.0,99.7878,100.0,42.1186,86.2434,96.1756,70.8366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.7731,95.8194,100.0,100.0,100.0,100.0,99.9166,100.0,94.6252,93.6055,100.0,100.0,99.9868,90.4511,100.0,100.0,97.7925,100.0
9.23,100.0,100.0,100.0,100.0,99.9596,100.0,99.7864,100.0,42.0315,86.2288,96.1234,70.7264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.636,95.79,100.0,100.0,100.0,100.0,99.9153,100.0,94.5955,93.5747,100.0,100.0,99.9863,90.2634,100.0,100.0,97.7013,100.0
9.295,100.0,100.0,100.0,100.0,99.9593,100.0,99.785,100.0,41.9454,86.2145,96.0713,70.6167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.4989,95.7609,100.0,100.0,100.0,100.0,99.9141,100.0,94.5659,93.5441,100.0,100.0,99.9859,90.0757,100.0,100.0,97.6089,100.0
9.36,100.0,100.0,100.0,100.0,99.9589,100.0,99.7836,100.0,41.8598,86.2003,96.0182,70.5071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.3619,95.732,100.0,100.0,100.0,100.0,99.9129,100.0,94.5365,93.5135,100.0,100.0,99.9851,89.8886,100.0,100.0,97.5156,100.0
9.425,100.0,100.0,100.0,100.0,99.9585,100.0,99.7822,100.0,41.7738,86.1862,95.9646,70.3978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.225,95.7034,100.0,100.0,100.0,100.0,99.9117,100.0,94.5072,93.4832,100.0,100.0,99.9844,89.7021,100.0,100.0,97.4212,100.0
9.49,100.0,100.0,100.0,100.0,99.958,100.0,99.7808,100.0,41.6888,86.1719,95.9111,70.2889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,73.0887,95.675,100.0,100.0,100.0,100.0,99.9105,100.0,94.4781,93.4529,100.0,100.0,99.9836,89.5174,100.0,100.0,97.3254,100.0
9.555,100.0,100.0,100.0,100.0,99.9576,100.0,99.7794,100.0,41.6047,86.1579,95.8571,70.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.9525,95.6466,100.0,100.0,100.0,100.0,99.9093,100.0,94.4491,93.4227,100.0,100.0,99.9828,89.3319,100.0,100.0,97.2291,100.0
9.62,100.0,100.0,100.0,100.0,99.9572,100.0,99.778,100.0,41.5205,86.1441,95.8028,70.0712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.8165,95.6184,100.0,100.0,100.0,100.0,99.9081,100.0,94.4202,93.3927,100.0,100.0,99.9819,89.1482,100.0,100.0,97.1316,100.0
9.685,100.0,100.0,100.0,100.0,99.9568,100.0,99.7766,100.0,41.4369,86.1299,95.7484,69.9626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.6805,95.5904,100.0,100.0,100.0,100.0,99.9069,100.0,94.3914,93.3627,100.0,100.0,99.981,88.9659,100.0,100.0,97.0331,100.0
9.75,100.0,100.0,100.0,100.0,99.9564,100.0,99.7752,100.0,41.3537,86.1156,95.6939,69.8541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.5446,95.5627,100.0,100.0,100.0,100.0,99.9056,100.0,94.3626,93.3329,100.0,100.0,99.9802,88.7837,100.0,100.0,96.9336,100.0
9.815,100.0,100.0,100.0,100.0,99.956,100.0,99.7738,100.0,41.2708,86.1017,95.6391,69.7458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.4085,95.5353,100.0,100.0,100.0,100.0,99.9044,100.0,94.334,93.3031,100.0,100.0,99.9794,88.6044,100.0,100.0,96.8333,100.0
9.88,100.0,100.0,100.0,100.0,99.9556,100.0,99.7724,100.0,41.1889,86.088,95.5836,69.6378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.2728,95.508,100.0,100.0,100.0,100.0,99.9031,100.0,94.3055,93.2735,100.0,100.0,99.9786,88.4243,100.0,100.0,96.7322,100.0
9.945,100.0,100.0,100.0,100.0,99.9552,100.0,99.771,100.0,41.107,86.074,95.5281,69.5301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.1374,95.4808,100.0,100.0,100.0,100.0,99.9018,100.0,94.277,93.244,100.0,100.0,99.9777,88.2469,100.0,100.0,96.6303,100.0
10.01,100.0,100.0,100.0,100.0,99.9548,100.0,99.7696,100.0,41.0262,86.06,95.473,69.4227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,72.0024,95.4535,100.0,100.0,100.0,100.0,99.9004,100.0,94.2487,93.2145,100.0,100.0,99.9769,88.0695,100.0,100.0,96.5274,100.0
10.075,100.0,100.0,100.0,100.0,99.9544,100.0,99.7682,100.0,40.9454,86.0457,95.4183,69.3156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.8677,95.4264,100.0,100.0,100.0,100.0,99.8991,100.0,94.2205,93.1852,100.0,100.0,99.9761,87.893,100.0,100.0,96.424,100.0
10.14,100.0,100.0,100.0,100.0,99.954,100.0,99.7668,100.0,40.8649,86.0318,95.3636,69.2088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.7336,95.3996,100.0,100.0,100.0,100.0,99.8977,100.0,94.1924,93.1558,100.0,100.0,99.9752,87.7186,100.0,100.0,96.3198,100.0
10.205,100.0,100.0,100.0,100.0,99.9536,100.0,99.7654,100.0,40.7854,86.0178,95.309,69.1026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.6007,95.373,100.0,100.0,100.0,100.0,99.8964,100.0,94.1644,93.1264,100.0,100.0,99.9743,87.5442,100.0,100.0,96.2148,100.0
10.27,100.0,100.0,100.0,100.0,99.9532,100.0,99.764,100.0,40.706,86.0039,95.2546,68.9973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,71.4696,95.3465,100.0,100.0,100.0,100.0,99.895,100.0,94.1364,93.097,100.0,100.0,99.9735,87.3714,100.0,100.0,96.1092,100.0
